operation_index,time_ns,time_ms
572,70,0.000070
573,60,0.000060
574,40,0.000040
575,70,0.000070
576,40,0.000040
577,50,0.000050
578,40,0.000040
579,60,0.000060
580,50,0.000050
581,50,0.000050
582,60,0.000060
583,50,0.000050
584,90,0.000090
585,50,0.000050
586,60,0.000060
587,80,0.000080
588,50,0.000050
589,50,0.000050
590,50,0.000050
591,90,0.000090
592,50,0.000050
593,40,0.000040
594,50,0.000050
595,50,0.000050
596,50,0.000050
597,60,0.000060
598,60,0.000060
599,60,0.000060
600,3500,0.003500
601,150,0.000150
602,100,0.000100
603,1380,0.001380
604,2290,0.002290
605,340,0.000340
606,16180,0.016180
607,2510,0.002510
608,90,0.000090
609,4200,0.004200
610,140,0.000140
611,40,0.000040
612,40,0.000040
613,30,0.000030
614,3730,0.003730
615,50,0.000050
616,30,0.000030
617,210,0.000210
618,30,0.000030
619,30,0.000030
620,60,0.000060
621,320,0.000320
622,30,0.000030
623,130,0.000130
624,100,0.000100
625,90,0.000090
626,190,0.000190
627,440,0.000440
628,130,0.000130
629,60,0.000060
630,40,0.000040
631,80,0.000080
632,60,0.000060
633,40,0.000040
634,140,0.000140
635,50,0.000050
636,30,0.000030
637,200,0.000200
638,110,0.000110
639,40,0.000040
640,50,0.000050
641,40,0.000040
642,50,0.000050
643,140,0.000140
644,40,0.000040
645,320,0.000320
646,50,0.000050
647,140,0.000140
648,50,0.000050
649,40,0.000040
650,50,0.000050
651,50,0.000050
652,70,0.000070
653,30,0.000030
654,30,0.000030
655,30,0.000030
656,50,0.000050
657,110,0.000110
658,60,0.000060
659,50,0.000050
660,30,0.000030
661,50,0.000050
662,30,0.000030
663,30,0.000030
664,140,0.000140
665,50,0.000050
666,120,0.000120
667,160,0.000160
668,30,0.000030
669,50,0.000050
670,60,0.000060
671,60,0.000060
672,60,0.000060
673,50,0.000050
674,40,0.000040
675,40,0.000040
676,30,0.000030
677,40,0.000040
678,40,0.000040
679,120,0.000120
680,30,0.000030
681,60,0.000060
682,50,0.000050
683,30,0.000030
684,80,0.000080
685,40,0.000040
686,40,0.000040
687,70,0.000070
688,30,0.000030
689,40,0.000040
690,40,0.000040
691,80,0.000080
692,30,0.000030
693,30,0.000030
694,40,0.000040
695,40,0.000040
696,30,0.000030
697,40,0.000040
698,50,0.000050
699,40,0.000040
700,3130,0.003130
701,150,0.000150
702,100,0.000100
703,1400,0.001400
704,2360,0.002360
705,400,0.000400
706,1200,0.001200
707,2160,0.002160
708,90,0.000090
709,6600,0.006600
710,160,0.000160
711,60,0.000060
712,40,0.000040
713,20,0.000020
714,70,0.000070
715,60,0.000060
716,40,0.000040
717,400,0.000400
718,40,0.000040
719,40,0.000040
720,80,0.000080
721,330,0.000330
722,40,0.000040
723,200,0.000200
724,120,0.000120
725,110,0.000110
726,240,0.000240
727,650,0.000650
728,160,0.000160
729,70,0.000070
730,50,0.000050
731,130,0.000130
732,70,0.000070
733,40,0.000040
734,180,0.000180
735,50,0.000050
736,40,0.000040
737,250,0.000250
738,150,0.000150
739,40,0.000040
740,80,0.000080
741,50,0.000050
742,60,0.000060
743,150,0.000150
744,50,0.000050
745,290,0.000290
746,70,0.000070
747,150,0.000150
748,70,0.000070
749,70,0.000070
750,70,0.000070
751,60,0.000060
752,70,0.000070
753,30,0.000030
754,30,0.000030
755,50,0.000050
756,120,0.000120
757,130,0.000130
758,60,0.000060
759,60,0.000060
760,30,0.000030
761,50,0.000050
762,40,0.000040
763,30,0.000030
764,150,0.000150
765,40,0.000040
766,120,0.000120
767,110,0.000110
768,50,0.000050
769,40,0.000040
770,70,0.000070
771,50,0.000050
772,70,0.000070
773,40,0.000040
774,30,0.000030
775,40,0.000040
776,30,0.000030
777,40,0.000040
778,30,0.000030
779,120,0.000120
780,40,0.000040
781,40,0.000040
782,50,0.000050
783,30,0.000030
784,90,0.000090
785,40,0.000040
786,40,0.000040
787,60,0.000060
788,30,0.000030
789,30,0.000030
790,40,0.000040
791,90,0.000090
792,30,0.000030
793,30,0.000030
794,40,0.000040
795,30,0.000030
796,30,0.000030
797,40,0.000040
798,40,0.000040
799,50,0.000050
800,11270,0.011270
801,170,0.000170
802,120,0.000120
803,1450,0.001450
804,2360,0.002360
805,370,0.000370
806,1500,0.001500
807,2250,0.002250
808,110,0.000110
809,5000,0.005000
810,150,0.000150
811,30,0.000030
812,30,0.000030
813,110,0.000110
814,60,0.000060
815,50,0.000050
816,40,0.000040
817,200,0.000200
818,40,0.000040
819,40,0.000040
820,60,0.000060
821,270,0.000270
822,40,0.000040
823,130,0.000130
824,90,0.000090
825,100,0.000100
826,170,0.000170
827,510,0.000510
828,120,0.000120
829,70,0.000070
830,40,0.000040
831,100,0.000100
832,40,0.000040
833,30,0.000030
834,130,0.000130
835,60,0.000060
836,40,0.000040
837,160,0.000160
838,120,0.000120
839,40,0.000040
840,70,0.000070
841,30,0.000030
842,40,0.000040
843,60,0.000060
844,40,0.000040
845,240,0.000240
846,70,0.000070
847,160,0.000160
848,50,0.000050
849,50,0.000050
850,50,0.000050
851,40,0.000040
852,50,0.000050
853,40,0.000040
854,40,0.000040
855,40,0.000040
856,220,0.000220
857,100,0.000100
858,60,0.000060
859,40,0.000040
860,30,0.000030
861,50,0.000050
862,40,0.000040
863,20,0.000020
864,130,0.000130
865,30,0.000030
866,130,0.000130
867,160,0.000160
868,30,0.000030
869,40,0.000040
870,60,0.000060
871,60,0.000060
872,60,0.000060
873,50,0.000050
874,40,0.000040
875,40,0.000040
876,40,0.000040
877,30,0.000030
878,30,0.000030
879,130,0.000130
880,40,0.000040
881,40,0.000040
882,50,0.000050
883,30,0.000030
884,70,0.000070
885,30,0.000030
886,40,0.000040
887,70,0.000070
888,40,0.000040
889,30,0.000030
890,40,0.000040
891,80,0.000080
892,30,0.000030
893,30,0.000030
894,40,0.000040
895,40,0.000040
896,40,0.000040
897,40,0.000040
898,40,0.000040
899,30,0.000030
900,3750,0.003750
901,160,0.000160
902,120,0.000120
903,2350,0.002350
904,2460,0.002460
905,450,0.000450
906,1240,0.001240
907,2700,0.002700
908,150,0.000150
909,5170,0.005170
910,150,0.000150
911,30,0.000030
912,30,0.000030
913,100,0.000100
914,70,0.000070
915,50,0.000050
916,40,0.000040
917,200,0.000200
918,20,0.000020
919,50,0.000050
920,70,0.000070
921,430,0.000430
922,50,0.000050
923,130,0.000130
924,80,0.000080
925,100,0.000100
926,230,0.000230
927,460,0.000460
928,70,0.000070
929,60,0.000060
930,40,0.000040
931,90,0.000090
932,50,0.000050
933,40,0.000040
934,180,0.000180
935,40,0.000040
936,40,0.000040
937,200,0.000200
938,120,0.000120
939,60,0.000060
940,50,0.000050
941,40,0.000040
942,50,0.000050
943,130,0.000130
944,50,0.000050
945,260,0.000260
946,70,0.000070
947,130,0.000130
948,60,0.000060
949,50,0.000050
950,50,0.000050
951,50,0.000050
952,60,0.000060
953,30,0.000030
954,50,0.000050
955,40,0.000040
956,130,0.000130
957,220,0.000220
958,50,0.000050
959,40,0.000040
960,30,0.000030
961,50,0.000050
962,50,0.000050
963,40,0.000040
964,140,0.000140
965,40,0.000040
966,130,0.000130
967,100,0.000100
968,40,0.000040
969,40,0.000040
970,70,0.000070
971,60,0.000060
972,60,0.000060
973,50,0.000050
974,40,0.000040
975,30,0.000030
976,40,0.000040
977,40,0.000040
978,40,0.000040
979,120,0.000120
980,30,0.000030
981,50,0.000050
982,60,0.000060
983,30,0.000030
984,80,0.000080
985,40,0.000040
986,50,0.000050
987,80,0.000080
988,40,0.000040
989,30,0.000030
990,40,0.000040
991,90,0.000090
992,40,0.000040
993,30,0.000030
994,40,0.000040
995,30,0.000030
996,30,0.000030
997,40,0.000040
998,40,0.000040
999,40,0.000040
1000,2930,0.002930
1001,170,0.000170
1002,380,0.000380
1003,1540,0.001540
1004,2450,0.002450
1005,410,0.000410
1006,1250,0.001250
1007,2490,0.002490
1008,90,0.000090
1009,5060,0.005060
1010,140,0.000140
1011,50,0.000050
1012,30,0.000030
1013,20,0.000020
1014,70,0.000070
1015,50,0.000050
1016,40,0.000040
1017,220,0.000220
1018,40,0.000040
1019,40,0.000040
1020,50,0.000050
1021,390,0.000390
1022,40,0.000040
1023,140,0.000140
1024,100,0.000100
1025,100,0.000100
1026,280,0.000280
1027,570,0.000570
1028,60,0.000060
1029,50,0.000050
1030,40,0.000040
1031,110,0.000110
1032,60,0.000060
1033,40,0.000040
1034,190,0.000190
1035,70,0.000070
1036,30,0.000030
1037,200,0.000200
1038,130,0.000130
1039,40,0.000040
1040,60,0.000060
1041,40,0.000040
1042,40,0.000040
1043,140,0.000140
1044,50,0.000050
1045,250,0.000250
1046,60,0.000060
1047,130,0.000130
1048,50,0.000050
1049,60,0.000060
1050,60,0.000060
1051,60,0.000060
1052,60,0.000060
1053,40,0.000040
1054,40,0.000040
1055,50,0.000050
1056,140,0.000140
1057,200,0.000200
1058,60,0.000060
1059,50,0.000050
1060,30,0.000030
1061,50,0.000050
1062,50,0.000050
1063,40,0.000040
1064,140,0.000140
1065,40,0.000040
1066,40,0.000040
1067,160,0.000160
1068,30,0.000030
1069,40,0.000040
1070,80,0.000080
1071,50,0.000050
1072,50,0.000050
1073,50,0.000050
1074,40,0.000040
1075,20,0.000020
1076,40,0.000040
1077,40,0.000040
1078,40,0.000040
1079,180,0.000180
1080,40,0.000040
1081,50,0.000050
1082,50,0.000050
1083,30,0.000030
1084,90,0.000090
1085,50,0.000050
1086,40,0.000040
1087,70,0.000070
1088,50,0.000050
1089,30,0.000030
1090,50,0.000050
1091,80,0.000080
1092,40,0.000040
1093,30,0.000030
1094,40,0.000040
1095,40,0.000040
1096,40,0.000040
1097,50,0.000050
1098,50,0.000050
1099,50,0.000050
1100,2860,0.002860
1101,150,0.000150
1102,110,0.000110
1103,1440,0.001440
1104,2190,0.002190
1105,420,0.000420
1106,1130,0.001130
1107,2730,0.002730
1108,90,0.000090
1109,4611,0.004611
1110,140,0.000140
1111,40,0.000040
1112,30,0.000030
1113,30,0.000030
1114,70,0.000070
1115,50,0.000050
1116,40,0.000040
1117,190,0.000190
1118,40,0.000040
1119,30,0.000030
1120,60,0.000060
1121,290,0.000290
1122,40,0.000040
1123,250,0.000250
1124,100,0.000100
1125,90,0.000090
1126,180,0.000180
1127,590,0.000590
1128,130,0.000130
1129,70,0.000070
1130,40,0.000040
1131,100,0.000100
1132,70,0.000070
1133,30,0.000030
1134,150,0.000150
1135,40,0.000040
1136,30,0.000030
1137,160,0.000160
1138,110,0.000110
1139,50,0.000050
1140,50,0.000050
1141,40,0.000040
1142,50,0.000050
1143,130,0.000130
1144,40,0.000040
1145,270,0.000270
1146,50,0.000050
1147,140,0.000140
1148,60,0.000060
1149,30,0.000030
1150,50,0.000050
1151,50,0.000050
1152,80,0.000080
1153,30,0.000030
1154,40,0.000040
1155,40,0.000040
1156,130,0.000130
1157,120,0.000120
1158,50,0.000050
1159,40,0.000040
1160,30,0.000030
1161,50,0.000050
1162,40,0.000040
1163,30,0.000030
1164,150,0.000150
1165,40,0.000040
1166,130,0.000130
1167,100,0.000100
1168,30,0.000030
1169,40,0.000040
1170,70,0.000070
1171,50,0.000050
1172,70,0.000070
1173,50,0.000050
1174,30,0.000030
1175,40,0.000040
1176,40,0.000040
1177,40,0.000040
1178,30,0.000030
1179,120,0.000120
1180,30,0.000030
1181,40,0.000040
1182,50,0.000050
1183,40,0.000040
1184,70,0.000070
1185,30,0.000030
1186,40,0.000040
1187,70,0.000070
1188,50,0.000050
1189,30,0.000030
1190,50,0.000050
1191,80,0.000080
1192,40,0.000040
1193,30,0.000030
1194,40,0.000040
1195,30,0.000030
1196,30,0.000030
1197,50,0.000050
1198,40,0.000040
1199,40,0.000040
1200,3150,0.003150
1201,150,0.000150
1202,100,0.000100
1203,1410,0.001410
1204,2420,0.002420
1205,340,0.000340
1206,1380,0.001380
1207,2210,0.002210
1208,90,0.000090
1209,4890,0.004890
1210,140,0.000140
1211,40,0.000040
1212,40,0.000040
1213,30,0.000030
1214,60,0.000060
1215,50,0.000050
1216,50,0.000050
1217,200,0.000200
1218,30,0.000030
1219,40,0.000040
1220,60,0.000060
1221,260,0.000260
1222,30,0.000030
1223,140,0.000140
1224,100,0.000100
1225,100,0.000100
1226,200,0.000200
1227,500,0.000500
1228,140,0.000140
1229,50,0.000050
1230,50,0.000050
1231,90,0.000090
1232,50,0.000050
1233,30,0.000030
1234,140,0.000140
1235,40,0.000040
1236,30,0.000030
1237,160,0.000160
1238,110,0.000110
1239,50,0.000050
1240,60,0.000060
1241,40,0.000040
1242,50,0.000050
1243,140,0.000140
1244,30,0.000030
1245,240,0.000240
1246,50,0.000050
1247,130,0.000130
1248,50,0.000050
1249,40,0.000040
1250,40,0.000040
1251,50,0.000050
1252,50,0.000050
1253,30,0.000030
1254,30,0.000030
1255,50,0.000050
1256,120,0.000120
1257,100,0.000100
1258,50,0.000050
1259,50,0.000050
1260,30,0.000030
1261,40,0.000040
1262,40,0.000040
1263,30,0.000030
1264,140,0.000140
1265,40,0.000040
1266,190,0.000190
1267,160,0.000160
1268,30,0.000030
1269,50,0.000050
1270,70,0.000070
1271,60,0.000060
1272,70,0.000070
1273,40,0.000040
1274,40,0.000040
1275,40,0.000040
1276,30,0.000030
1277,30,0.000030
1278,40,0.000040
1279,120,0.000120
1280,30,0.000030
1281,40,0.000040
1282,60,0.000060
1283,30,0.000030
1284,70,0.000070
1285,30,0.000030
1286,40,0.000040
1287,70,0.000070
1288,30,0.000030
1289,40,0.000040
1290,40,0.000040
1291,80,0.000080
1292,30,0.000030
1293,30,0.000030
1294,40,0.000040
1295,40,0.000040
1296,30,0.000030
1297,50,0.000050
1298,50,0.000050
1299,30,0.000030
1300,2941,0.002941
1301,140,0.000140
1302,120,0.000120
1303,1730,0.001730
1304,2390,0.002390
1305,360,0.000360
1306,1040,0.001040
1307,2180,0.002180
1308,80,0.000080
1309,4970,0.004970
1310,150,0.000150
1311,40,0.000040
1312,30,0.000030
1313,30,0.000030
1314,60,0.000060
1315,50,0.000050
1316,40,0.000040
1317,200,0.000200
1318,30,0.000030
1319,30,0.000030
1320,60,0.000060
1321,290,0.000290
1322,30,0.000030
1323,140,0.000140
1324,100,0.000100
1325,90,0.000090
1326,150,0.000150
1327,400,0.000400
1328,360,0.000360
1329,50,0.000050
1330,60,0.000060
1331,100,0.000100
1332,50,0.000050
1333,40,0.000040
1334,130,0.000130
1335,40,0.000040
1336,30,0.000030
1337,160,0.000160
1338,110,0.000110
1339,40,0.000040
