operation_index,time_ns,time_ms
1182,800,0.000800
1183,170,0.000170
1184,150,0.000150
1185,130,0.000130
1186,730,0.000730
1187,110,0.000110
1188,130,0.000130
1189,170,0.000170
1190,140,0.000140
1191,110,0.000110
1192,150,0.000150
1193,120,0.000120
1194,100,0.000100
1195,110,0.000110
1196,380,0.000380
1197,710,0.000710
1198,390,0.000390
1199,4320,0.004320
1200,6900,0.006900
1201,1360,0.001360
1202,260,0.000260
1203,1560,0.001560
1204,5770,0.005770
1205,2060,0.002060
1206,400,0.000400
1207,2900,0.002900
1208,150,0.000150
1209,180,0.000180
1210,190,0.000190
1211,230,0.000230
1212,200,0.000200
1213,350,0.000350
1214,1500,0.001500
1215,210,0.000210
1216,230,0.000230
1217,521,0.000521
1218,160,0.000160
1219,350,0.000350
1220,140,0.000140
1221,150,0.000150
1222,360,0.000360
1223,240,0.000240
1224,190,0.000190
1225,170,0.000170
1226,150,0.000150
1227,150,0.000150
1228,160,0.000160
1229,200,0.000200
1230,180,0.000180
1231,140,0.000140
1232,160,0.000160
1233,220,0.000220
1234,200,0.000200
1235,680,0.000680
1236,370,0.000370
1237,370,0.000370
1238,310,0.000310
1239,150,0.000150
1240,930,0.000930
1241,5000,0.005000
1242,230,0.000230
1243,220,0.000220
1244,390,0.000390
1245,190,0.000190
1246,700,0.000700
1247,1060,0.001060
1248,1200,0.001200
1249,180,0.000180
1250,280,0.000280
1251,1070,0.001070
1252,220,0.000220
1253,680,0.000680
1254,280,0.000280
1255,380,0.000380
1256,140,0.000140
1257,190,0.000190
1258,160,0.000160
1259,1640,0.001640
1260,730,0.000730
1261,140,0.000140
1262,160,0.000160
1263,290,0.000290
1264,180,0.000180
1265,510,0.000510
1266,380,0.000380
1267,290,0.000290
1268,140,0.000140
1269,250,0.000250
1270,150,0.000150
1271,170,0.000170
1272,300,0.000300
1273,160,0.000160
1274,150,0.000150
1275,270,0.000270
1276,1020,0.001020
1277,200,0.000200
1278,210,0.000210
1279,130,0.000130
1280,250,0.000250
1281,240,0.000240
1282,1190,0.001190
1283,210,0.000210
1284,180,0.000180
1285,180,0.000180
1286,1030,0.001030
1287,130,0.000130
1288,170,0.000170
1289,200,0.000200
1290,200,0.000200
1291,140,0.000140
1292,180,0.000180
1293,140,0.000140
1294,130,0.000130
1295,140,0.000140
1296,480,0.000480
1297,1060,0.001060
1298,490,0.000490
1299,520,0.000520
1300,6261,0.006261
1301,1370,0.001370
1302,160,0.000160
1303,1470,0.001470
1304,5720,0.005720
1305,1930,0.001930
1306,370,0.000370
1307,3030,0.003030
1308,230,0.000230
1309,180,0.000180
1310,130,0.000130
1311,220,0.000220
1312,130,0.000130
1313,290,0.000290
1314,1450,0.001450
1315,190,0.000190
1316,310,0.000310
1317,580,0.000580
1318,150,0.000150
1319,350,0.000350
1320,140,0.000140
1321,150,0.000150
1322,310,0.000310
1323,570,0.000570
1324,220,0.000220
1325,190,0.000190
1326,140,0.000140
1327,140,0.000140
1328,160,0.000160
1329,190,0.000190
1330,180,0.000180
1331,150,0.000150
1332,180,0.000180
1333,150,0.000150
1334,160,0.000160
1335,520,0.000520
1336,380,0.000380
1337,420,0.000420
1338,310,0.000310
1339,150,0.000150
1340,720,0.000720
1341,4870,0.004870
1342,180,0.000180
1343,210,0.000210
1344,400,0.000400
1345,200,0.000200
1346,690,0.000690
1347,1100,0.001100
1348,1200,0.001200
1349,190,0.000190
1350,170,0.000170
1351,1070,0.001070
1352,220,0.000220
1353,660,0.000660
1354,260,0.000260
1355,360,0.000360
1356,140,0.000140
1357,200,0.000200
1358,170,0.000170
1359,1040,0.001040
1360,620,0.000620
1361,140,0.000140
1362,160,0.000160
1363,220,0.000220
1364,170,0.000170
1365,470,0.000470
1366,340,0.000340
1367,270,0.000270
1368,140,0.000140
1369,220,0.000220
1370,130,0.000130
1371,150,0.000150
1372,200,0.000200
1373,150,0.000150
1374,200,0.000200
